taxid	Domain	Phylum	Class	Order	Family	Genus
Bacteria;Patescibacteria;Berkelbacteria;NA;NA;NA	Bacteria	Patescibacteria	Berkelbacteria	NA	NA	NA
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geothermobacteraceae;Geothermobacter	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geothermobacteraceae	Geothermobacter
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;BD2-7;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	BD2-7	NA
Bacteria;Actinobacteriota;RBG-16-55-12;NA;NA;NA	Bacteria	Actinobacteriota	RBG-16-55-12	NA	NA	NA
Bacteria;Acidobacteriota;AT-s3-28;NA;NA;NA	Bacteria	Acidobacteriota	AT-s3-28	NA	NA	NA
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Herbinix	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Herbinix
Bacteria;Proteobacteria;Gammaproteobacteria;Chromatiales;Chromatiaceae;Lamprocystis	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Lamprocystis
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Gven-F17;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gven-F17	NA
Bacteria;Chloroflexi;Dehalococcoidia;vadinBA26;NA;NA	Bacteria	Chloroflexi	Dehalococcoidia	vadinBA26	NA	NA
Bacteria;Firmicutes;Bacilli;Bacillales;Planococcaceae;Domibacillus	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Domibacillus
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Ornatilinea	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Rhodocyclaceae;Denitromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Denitromonas
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;S5-A14a	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	S5-A14a
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pseudohalocynthiibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pseudohalocynthiibacter
Bacteria;Firmicutes;Limnochordia;MBA03;NA;NA	Bacteria	Firmicutes	Limnochordia	MBA03	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Amaricoccus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus
Bacteria;Firmicutes;Clostridia;Proteinivoracales;uncultured;NA	Bacteria	Firmicutes	Clostridia	Proteinivoracales	uncultured	NA
Bacteria;Planctomycetota;Pla3 lineage;NA;NA;NA	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
Bacteria;Bdellovibrionota;Oligoflexia;053A03-B-DI-P58;NA;NA	Bacteria	Bdellovibrionota	Oligoflexia	053A03-B-DI-P58	NA	NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Muriicola	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muriicola
Bacteria;Firmicutes;Clostridia;Oscillospirales;Ethanoligenenaceae;Acetanaerobacterium	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Acetanaerobacterium
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Desulfuromonadaceae;NA	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Desulfuromonadaceae	NA
Bacteria;Fusobacteriota;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Psychrilyobacter	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Psychrilyobacter
Bacteria;Firmicutes;Bacilli;Izemoplasmatales;Izemoplasmataceae;Izimaplasma	Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izimaplasma
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marinibacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marinibacterium
Bacteria;Calditrichota;Calditrichia;Calditrichales;Calditrichaceae;JdFR-76	Bacteria	Calditrichota	Calditrichia	Calditrichales	Calditrichaceae	JdFR-76
Bacteria;Chloroflexi;Anaerolineae;Ardenticatenales;uncultured;NA	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	uncultured	NA
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Gaetbulibacter	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gaetbulibacter
Bacteria;Elusimicrobiota;Elusimicrobia;MD2894-B20;NA;NA	Bacteria	Elusimicrobiota	Elusimicrobia	MD2894-B20	NA	NA
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;NA;Sporosalibacterium	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	Sporosalibacterium
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;NA;NA	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Bacteria;Cloacimonadota;Cloacimonadia;MSBL2;NA;NA	Bacteria	Cloacimonadota	Cloacimonadia	MSBL2	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Mesorhizobium	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium
Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Erythrobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Anaerocolumna	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerocolumna
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Agathobacter	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Agathobacter
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;P6-b51;NA	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	P6-b51	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetovibrio	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetovibrio
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;NS11-12 marine group;NA	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12 marine group	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Arenicellales;Arenicellaceae;Candidatus Thiosymbion	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Candidatus Thiosymbion
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Stappia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Stappia
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Ascidiimonas	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ascidiimonas
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Methylophilaceae;Methylotenera	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Sneathiella	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Sneathiella
Bacteria;Planctomycetota;Phycisphaerae;S-70;NA;NA	Bacteria	Planctomycetota	Phycisphaerae	S-70	NA	NA
Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Xenococcaceae;Chroococcidiopsis PCC-6712	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis PCC-6712
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudohongiellaceae;Pseudohongiella	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudohongiellaceae	Pseudohongiella
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;ADurb.Bin120	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	ADurb.Bin120
Bacteria;Proteobacteria;Alphaproteobacteria;Puniceispirillales;uncultured;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	uncultured	NA
Bacteria;Proteobacteria;Gammaproteobacteria;AT-s2-59;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	AT-s2-59	NA	NA
Bacteria;Proteobacteria;Magnetococcia;Magnetococcales;Magnetococcaceae;Magnetococcus	Bacteria	Proteobacteria	Magnetococcia	Magnetococcales	Magnetococcaceae	Magnetococcus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Nitratireductor	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Nitratireductor
Bacteria;Proteobacteria;Gammaproteobacteria;EC3;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	EC3	NA	NA
Bacteria;Planctomycetota;Phycisphaerae;MSBL9;ST-NAGAB-D1;NA	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	ST-NAGAB-D1	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;BD1-7 clade	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Alteromonadaceae;Alteromonas	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	Alteromonas
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;uncultured;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	uncultured	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Candidatus Phaeomarinobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Candidatus Phaeomarinobacter
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Arenimonas	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Helicobacteraceae;NA	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	NA
Bacteria;Actinobacteriota;Acidimicrobiia;Microtrichales;uncultured;NA	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	uncultured	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylomonadaceae;Marine Methylotrophic Group 2	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Marine Methylotrophic Group 2
Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;endosymbionts	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	endosymbionts
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Parahaliea	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Parahaliea
Bacteria;Planctomycetota;Planctomycetes;Isosphaerales;Isosphaeraceae;uncultured	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	uncultured
Bacteria;Patescibacteria;Microgenomatia;Candidatus Woesebacteria;NA;NA	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	NA	NA
Bacteria;Spirochaetota;Leptospirae;Leptospirales;Leptospiraceae;uncultured	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	uncultured
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;GOUTA6	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Stappiaceae;Labrenzia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Stappiaceae	Labrenzia
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Marivita	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Marivita
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02
Bacteria;Planctomycetota;Planctomycetes;Planctomycetales;Rubinisphaeraceae;Planctomicrobium	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
Bacteria;Firmicutes;Desulfotomaculia;Desulfotomaculales;Desulfurisporaceae;SCADC1-2-3	Bacteria	Firmicutes	Desulfotomaculia	Desulfotomaculales	Desulfurisporaceae	SCADC1-2-3
Bacteria;Proteobacteria;Alphaproteobacteria;Sneathiellales;Sneathiellaceae;Oceanibacterium	Bacteria	Proteobacteria	Alphaproteobacteria	Sneathiellales	Sneathiellaceae	Oceanibacterium
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;NA	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Fodinicurvataceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Fodinicurvataceae	uncultured
Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Nitrosomonadaceae;Nitrosomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonas
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;uncultured;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Phaeobacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter
Bacteria;Myxococcota;Polyangia;Nannocystales;Nannocystaceae;uncultured	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	uncultured
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Terasakiellaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	uncultured
Bacteria;Verrucomicrobiota;Verrucomicrobiae;Opitutales;Puniceicoccaceae;Lentimonas	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas
Bacteria;Desulfobacterota;Desulfuromonadia;Desulfuromonadales;Geopsychrobacteraceae;Malonomonas	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geopsychrobacteraceae	Malonomonas
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Tuzzerella	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Tuzzerella
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Litoreibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Litoreibacter
Bacteria;Proteobacteria;Alphaproteobacteria;Defluviicoccales;uncultured;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	uncultured	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Marinobacteraceae	Marinobacter
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Tepidamorphus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Tepidamorphus
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodobiaceae;Amorphus	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Amorphus
Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrorhabdus	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus
Bacteria;Firmicutes;Clostridia;uncultured;NA;NA	Bacteria	Firmicutes	Clostridia	uncultured	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;MD2904-B13;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	MD2904-B13	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Spongiibacteraceae;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;Magnetospira	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	Magnetospira
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiales Incertae Sedis;Bauldia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Halieaceae;Pseudohaliea	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	Pseudohaliea
Bacteria;Verrucomicrobiota;Lentisphaeria;SS1-B-02-17;NA;NA	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Pelagicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagicola
Bacteria;Desulfobacterota;Syntrophobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfacinum	Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfacinum
Bacteria;Actinobacteriota;Coriobacteriia;CG2-30-50-142;NA;NA	Bacteria	Actinobacteriota	Coriobacteriia	CG2-30-50-142	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Micavibrionales;NA;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
Bacteria;Proteobacteria;Gammaproteobacteria;SZB7;NA;NA	Bacteria	Proteobacteria	Gammaproteobacteria	SZB7	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Tropicibacter	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Tropicibacter
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;OM182 clade;NA	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	OM182 clade	NA
Bacteria;Planctomycetota;028H05-P-BN-P5;NA;NA;NA	Bacteria	Planctomycetota	028H05-P-BN-P5	NA	NA	NA
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium sensu stricto 18	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 18
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Donghicola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Donghicola
Bacteria;Verrucomicrobiota;Lentisphaeria;Victivallales;SBZC-4624;NA	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	SBZC-4624	NA
Bacteria;Deinococcota;Deinococci;Deinococcales;Trueperaceae;Truepera	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Roseibaca	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseibaca
Bacteria;Deferrisomatota;Defferrisomatia;Defferrisomatales;Defferrisomataceae;Deferrisoma	Bacteria	Deferrisomatota	Defferrisomatia	Defferrisomatales	Defferrisomataceae	Deferrisoma
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhizobiaceae;Oricola	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Oricola
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	uncultured
Bacteria;Actinobacteriota;Actinobacteria;Propionibacteriales;Propionibacteriaceae;uncultured	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	uncultured
Bacteria;Bacteroidota;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Jejuia	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Jejuia
Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;I-8	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	I-8
Bacteria;Proteobacteria;Alphaproteobacteria;Zavarziniales;uncultured;NA	Bacteria	Proteobacteria	Alphaproteobacteria	Zavarziniales	uncultured	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Devosiaceae;Devosia	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Alcanivoracaceae1;Alcanivorax	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Alcanivoracaceae1	Alcanivorax
Bacteria;Bacteroidota;Bacteroidia;Cytophagales;Cyclobacteriaceae;Roseivirga	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Roseivirga
Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Hyphomonadaceae;Hyphomonas	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas
Bacteria;Desulfobacterota;Desulfobacteria;Desulfobacterales;Desulfococcaceae;Desulfococcus	Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfococcaceae	Desulfococcus
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;Mf105b01	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	Mf105b01
Bacteria;Campylobacterota;Campylobacteria;Campylobacterales;Sulfurovaceae;Nitratifractor	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurovaceae	Nitratifractor
Bacteria;Verrucomicrobiota;Lentisphaeria;Oligosphaerales;Oligosphaeraceae;SBZC-1223	Bacteria	Verrucomicrobiota	Lentisphaeria	Oligosphaerales	Oligosphaeraceae	SBZC-1223
Bacteria;Elusimicrobiota;Elusimicrobia;Lineage IV;NA;NA	Bacteria	Elusimicrobiota	Elusimicrobia	Lineage IV	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Tagaea	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Tagaea
Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;BRH-c57	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	BRH-c57
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Bacteria;Firmicutes;Clostridia;Lachnospirales;Lachnospiraceae;Marvinbryantia	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Marvinbryantia
Bacteria;Proteobacteria;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Candidatus Berkiella	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prolixibacteraceae;Tangfeifania	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prolixibacteraceae	Tangfeifania
Bacteria;Firmicutes;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;uncultured	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	uncultured
Bacteria;Planctomycetota;SPG12-343-353-B69;NA;NA;NA	Bacteria	Planctomycetota	SPG12-343-353-B69	NA	NA	NA
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Magnetospiraceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	uncultured
Bacteria;Proteobacteria;Alphaproteobacteria;Parvibaculales;Parvibaculaceae;uncultured	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	Parvibaculaceae	uncultured
Bacteria;Bacteroidota;Rhodothermia;Balneolales;Balneolaceae;Balneola	Bacteria	Bacteroidota	Rhodothermia	Balneolales	Balneolaceae	Balneola
Bacteria;Fibrobacterota;Fibrobacteria;Fibrobacterales;uncultured;NA	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	uncultured	NA
